date,fullVisitorId,socialEngagementType,totals.hits,totals.pageviews,totals.timeOnSite,device.browser_woe,geoNetwork.country_woe,trafficSource.source_woe,totals.transactions,hits.eCommerceAction.action_type,hits.hour_ordinal,totals.newVisits,totals.bounces,channelGrouping_Direct,channelGrouping_Display,channelGrouping_Organic Search,channelGrouping_Paid Search,channelGrouping_Referral,channelGrouping_Social,trafficSource.medium_affiliate,trafficSource.medium_cpc,trafficSource.medium_cpm,trafficSource.medium_organic,trafficSource.medium_referral,trafficSource.isTrueDirect_code,device.operatingSystem_Android,device.operatingSystem_BlackBerry,device.operatingSystem_Chrome OS,device.operatingSystem_Firefox OS,device.operatingSystem_Linux,device.operatingSystem_Macintosh,device.operatingSystem_Nintendo Wii,device.operatingSystem_Samsung,device.operatingSystem_Windows,device.operatingSystem_Windows Phone,device.operatingSystem_Xbox,device.operatingSystem_iOS,device.deviceCategory_mobile,device.deviceCategory_tablet,Recency,Monetary,Frequency,buyers,repurchasers
2017-01-03,72595322994470645,0,23,21.0,821.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,168.8,3,1,1
2017-01-03,2449425615576273633,0,23,19.0,683.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,52.0,4,1,1
2017-01-03,8004196057645719276,0,24,18.0,411.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,47.4,2,1,0
2017-01-03,9373768824735614756,0,28,21.0,400.0,0.3034410764780771,-2.312863815527844,0.6005773508730065,1.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,14.5,2,1,0
2017-01-03,6821649352225770256,0,29,23.0,366.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,52.8,1,1,0
2017-01-03,29131400687020410,0,29,21.0,379.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,139.3,3,1,1
2017-01-03,2793295987972453232,0,30,28.0,1135.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,23.0,1,1,0
2017-01-03,7738303201145232755,0,32,26.0,537.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,20.4,1,1,0
2017-01-03,689221493301196449,0,33,29.0,1199.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,34.2,1,1,0
2017-01-03,4443963979157579061,0,34,29.0,1417.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,16.6,2,1,0
2017-01-03,6558070663026702303,0,36,35.0,1914.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,26.0,1,1,0
2017-01-03,6213994431207095726,0,37,27.0,1965.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,671.8,1,1,0
2017-01-03,1029117971501759934,0,38,30.0,499.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,57.7,2,1,1
2017-01-03,7807217189456163612,0,43,35.0,1253.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,33.0,1,1,0
2017-01-03,9423576751760739793,0,49,42.0,3502.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,155.9,1,1,0
2017-01-03,9332559619940886845,0,57,47.0,721.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,26.5,1,1,0
2017-01-03,2926339495422227598,0,57,48.0,1122.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,68.0,3,1,1
2017-01-03,4482624745886118154,0,60,44.0,1287.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,109.0,1,1,0
2017-01-03,1591673974231051081,0,62,50.0,1231.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,247.2,2,1,1
2017-01-03,6450328915033226096,0,75,52.0,1539.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,3.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,248.5,1,1,0
2017-01-03,6214747534469142657,0,78,54.0,1627.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,62.0,1,1,0
2017-01-03,155711517942843047,0,82,64.0,3337.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,107.3,3,1,1
2017-01-03,1636432037261130042,0,84,60.0,1598.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,210.1,1,1,0
2017-01-03,88945266147609238,0,110,81.0,1679.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,2.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,1755.3,1,1,0
2017-01-04,992812962494074450,0,14,13.0,328.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,46.8,1,1,0
2017-01-04,2272979836636092591,0,16,14.0,445.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,176.8,1,1,0
2017-01-04,4123860234327657457,0,16,16.0,500.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,95.0,2,1,0
2017-01-04,9710480501909231921,0,20,17.0,459.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,162.0,3,1,1
2017-01-04,159084910202112487,0,20,14.0,354.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,22.4,1,1,0
2017-01-04,3554960621245001989,0,22,18.0,450.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,82.2,1,1,0
2017-01-04,3826933837621771483,0,23,22.0,1262.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,352.0,3,1,1
2017-01-04,2591017631506070831,0,23,17.0,328.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,139.9,2,1,1
2017-01-04,9670996124580137796,0,24,22.0,557.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,167.0,1,1,0
2017-01-04,6726478899201625475,0,26,21.0,575.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,28.2,4,1,1
2017-01-04,3301001176863952275,0,28,24.0,1213.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,30.0,1,1,0
2017-01-04,7199611745811583535,0,29,27.0,710.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,467.6,1,1,0
2017-01-04,4967676136502125585,0,29,21.0,825.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,82.0,2,1,0
2017-01-04,7742753003683875687,0,30,26.0,617.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,81.8,2,1,0
2017-01-04,8406359927975063956,0,32,26.0,910.0,-0.767744062837739,0.9473578084268521,0.6005773508730065,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,19.0,1,1,0
2017-01-04,9961713390620821018,0,33,27.0,693.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27,43.0,1,1,0
2017-01-04,3347706947631375795,0,33,26.0,863.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,100.1,2,1,0
2017-01-04,6908387488019906910,0,34,28.0,782.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,49.1,1,1,0
2017-01-04,3243512505311500350,0,39,28.0,2620.0,-1.2462255250575016,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27,87.0,1,1,0
2017-01-04,839560865423027275,0,41,30.0,512.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,62.2,1,1,0
2017-01-04,4301598633370091052,0,43,34.0,1059.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,59.9,1,1,0
2017-01-04,81840705529000272,0,43,35.0,1289.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,128.0,1,1,0
2017-01-04,2411322974724385937,0,46,36.0,1040.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,2.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,41.4,6,1,1
2017-01-04,5414778440969335716,0,52,43.0,962.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,114.0,2,1,1
2017-01-04,6849604863010168468,0,61,48.0,2454.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,336.3,2,1,1
2017-01-04,211986650009953276,0,66,30.0,1375.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,607.0,2,1,0
2017-01-04,9981562221973608723,0,122,90.0,5381.0,0.3034410764780771,-1.85121707628569,0.6005773508730065,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,35.8,1,1,0
2017-01-04,963126344221316701,0,130,90.0,8811.0,-0.8679064324225786,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,72.4,1,1,0
2017-01-04,9771437221362506189,0,237,169.0,4037.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1088.8,3,1,1
2017-01-05,1915538933685278364,0,12,10.0,562.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,108.0,3,1,0
2017-01-05,8130587090166604598,0,12,10.0,184.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,46.6,3,1,1
2017-01-05,5110128793223386663,0,13,12.0,1238.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,14.0,1,1,0
2017-01-05,8284311607531582308,0,14,12.0,95.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,43.6,1,1,0
2017-01-05,5077243893642022050,0,14,14.0,666.0,-1.2462255250575016,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,65.0,2,1,1
2017-01-05,397897232696727433,0,16,14.0,273.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,14.6,1,1,0
2017-01-05,390998170566117826,0,17,17.0,519.0,-0.8679064324225786,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,24.0,1,1,0
2017-01-05,1167024322256715151,0,20,19.0,545.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,17.0,1,1,0
2017-01-05,5253470416041507964,0,21,17.0,800.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,543.8,1,1,0
2017-01-05,9522133298937793910,0,23,19.0,1129.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,112.8,1,1,0
2017-01-05,5877921283678056526,0,23,21.0,639.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,21.6,1,1,0
2017-01-05,210797287974741332,0,26,24.0,586.0,0.3034410764780771,0.9473578084268521,0.6005773508730065,1.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,43.0,1,1,0
