fullVisitorId,Recency,Monetary,Frequency,buyers
5306151486299424,163,0.0,1,0
5339642194263188,46,15.5,1,1
5479291990205277,183,0.0,1,0
5588822367223014,37,0.0,1,0
5751889521892397,105,0.0,1,0
5791622267997002,153,23.3,1,1
5800047899058744,41,0.0,1,0
5802786651378698,80,0.0,1,0
5851557940909927,95,0.0,1,0
5857524405562872,124,0.0,1,0
5860407353733447,178,0.0,1,0
6009224531008431,166,0.0,1,0
6036971911365520,124,0.0,1,0
6092640668075946,49,0.0,1,0
6109301128622145,27,0.0,1,0
6173812362189693,159,491.59999999999997,2,1
6255946968039275,78,0.0,1,0
6263907339768115,59,0.0,1,0
6335768703785433,23,0.0,1,0
6343451317335609,143,0.0,1,0
6365155206869238,118,0.0,1,0
6368224605124459,148,0.0,1,0
6506653828422071,16,0.0,1,0
6715038209684974,153,0.0,1,0
6771675723331105,179,0.0,1,0
6798146638915832,8,0.0,1,0
6856192060555752,33,0.0,1,0
7027635638661130,50,0.0,1,0
7029045139282457,66,0.0,1,0
7040679622979560,145,0.0,1,0
7084702553090416,86,0.0,1,0
7091749075631701,178,0.0,1,0
7225406287129942,59,0.0,1,0
7320860683709329,36,0.0,1,0
7370318428001940,46,0.0,1,0
7372935186314198,95,0.0,1,0
7428607856179286,50,0.0,1,0
7446885603417147,144,0.0,1,0
7477050933256519,131,0.0,1,0
7491197678317424,51,0.0,1,0
7617910709180468,50,22.0,1,1
7644378444976586,182,0.0,1,0
7710620682427088,46,0.0,1,0
7785136914311905,138,147.0,1,1
7872158669460304,108,0.0,1,0
7943880251511904,50,69.0,1,1
7950858729085919,123,0.0,1,0
7955710849585091,163,0.0,1,0
7993263758767056,96,0.0,1,0
7995446935668004,53,0.0,1,0
8078227232935970,54,0.0,1,0
8093394404758221,128,0.0,1,0
8142437984065708,174,0.0,1,0
8151133673434328,74,0.0,1,0
8177885644907999,99,0.0,1,0
8226186533952964,28,0.0,1,0
8229523304110061,110,0.0,1,0
8347471965012495,62,0.0,1,0
8354540386422484,56,0.0,1,0
8483398955363925,120,0.0,1,0
8509635366864159,69,0.0,1,0
8569875679640708,160,11.5,1,1
8570703815812278,87,0.0,1,0
8607455563350017,143,0.0,1,0
8635110543627771,118,50.8,2,1
8720130421484049,58,0.0,1,0
8833576770625169,84,0.0,1,0
8836867366222733,24,0.0,1,0
8851936474251319,75,0.0,1,0
8852761222342025,131,0.0,1,0
8871429355306709,89,0.0,1,0
8923480398950512,66,0.0,1,0
8961489053619154,161,0.0,1,0
9056333860062250,39,0.0,1,0
9156293213043971,70,0.0,1,0
9210366346149257,161,0.0,1,0
9218098912983519,51,0.0,1,0
9406558969702670,46,0.0,1,0
9469883538163245,59,0.0,1,0
9591088344251748,138,0.0,1,0
9601830557043411,150,0.0,1,0
9643929456640790,183,0.0,1,0
9644128809514538,75,0.0,1,0
9653656497354194,84,0.0,1,0
9728031401722947,127,0.0,1,0
9741785509552053,160,0.0,1,0
9747740284122288,34,0.0,1,0
9885700399862557,115,0.0,1,0
9997883028084821,91,0.0,1,0
10113043040799587,90,0.0,1,0
10183134915090577,42,0.0,1,0
10304823114469097,16,0.0,1,0
10359483160797166,118,0.0,3,0
10501967294109450,70,0.0,1,0
10691398586936831,2,0.0,1,0
10778654783892650,15,0.0,1,0
10782522298458436,138,0.0,1,0
11018661240317813,49,18.6,1,1
11033920415546219,20,0.0,1,0
11174237480878664,71,0.0,1,0
11223364686614335,1,43.0,1,1
11278606960461798,174,0.0,1,0
11296111936649223,29,0.0,1,0
11486631723058982,96,0.0,1,0
11508627249216794,114,0.0,1,0
11577526465501235,62,0.0,1,0
11594333715831309,90,0.0,1,0
11640236432172878,18,0.0,1,0
11644063941421314,134,0.0,1,0
11757975269872162,4,0.0,1,0
11863456732577394,85,0.0,1,0
11951695811848978,143,0.0,1,0
12021439019164032,44,0.0,1,0
12054593887097969,6,0.0,1,0
12141536156617913,75,0.0,1,0
12347021653064952,41,0.0,4,0
12369945895151880,158,0.0,1,0
12529647741660377,104,0.0,1,0
12590920371088160,164,0.0,1,0
12715593702474738,132,0.0,2,0
12729275361052009,122,0.0,1,0
13136887771946238,121,0.0,1,0
13232932172978597,151,0.0,1,0
13321264981016481,39,0.0,1,0
13506914945934512,82,0.0,1,0
13618928799069734,117,0.0,1,0
13644985847222612,133,0.0,1,0
13701781325366363,6,0.0,1,0
13786712164425694,176,0.0,1,0
13797010033501861,26,0.0,1,0
13937734216012052,155,142.3,1,1
13992953327007722,8,0.0,1,0
14098947335216516,136,0.0,1,0
14108533830165900,48,0.0,1,0
14275367850604706,111,0.0,1,0
14421103903964655,58,0.0,1,0
14490408027822287,154,0.0,1,0
14584655484447546,116,0.0,1,0
14668888794121110,68,0.0,1,0
14718628767044728,99,0.0,1,0
14719113938929204,30,0.0,1,0
14724266154288427,101,0.0,1,0
14757986203488248,74,0.0,1,0
14807155052174025,141,0.0,1,0
14815406210761414,6,0.0,1,0
14825089480295167,91,0.0,1,0
14828301390774439,50,0.0,1,0
14872208021873395,182,0.0,1,0
14882553676796057,118,0.0,1,0
14884852016449602,31,0.0,1,0
14924852167142664,115,0.0,1,0
15081364531560321,66,0.0,1,0
15394384648321781,48,0.0,1,0
15443405027290786,49,0.0,1,0
15445814489643249,49,0.0,1,0
15549716369922199,180,0.0,1,0
15642941846275680,81,0.0,1,0
15813911605365674,177,0.0,1,0
15949168563976201,20,0.0,1,0
15957373073763565,45,0.0,1,0
16165500293848146,105,0.0,1,0
16179300443245912,40,0.0,1,0
16226546174449297,99,0.0,1,0
16236930905432479,181,0.0,1,0
16238610198375952,107,0.0,1,0
16295132572168259,19,0.0,1,0
16325080159914232,100,0.0,1,0
16518819603705117,51,0.0,1,0
16572529254277885,0,0.0,1,0
16600374334482677,76,32.2,1,1
16661387945511427,10,0.0,1,0
16682506542272817,35,0.0,1,0
16683519434381585,21,0.0,1,0
16902703269772973,180,0.0,1,0
17015908418027918,117,0.0,1,0
17039225734633533,160,0.0,1,0
17083084913068023,47,0.0,1,0
17119759113178727,180,0.0,1,0
17169713429064654,91,0.0,1,0
17204464706661136,43,0.0,1,0
17208642525206180,172,0.0,1,0
17233953766129559,38,0.0,1,0
17256765141427630,8,0.0,1,0
17283111661283752,168,0.0,1,0
17342244676672496,103,0.0,1,0
17360483661076984,154,0.0,1,0
17413084257445166,149,0.0,1,0
17415496787665277,48,0.0,1,0
17424919340760903,106,0.0,1,0
17436222673340808,55,0.0,1,0
17611270220646587,158,0.0,1,0
17668410334178179,9,0.0,1,0
17856040405888676,59,0.0,1,0
17948861826118078,61,0.0,2,0
18080783471386726,134,0.0,1,0
18196232353719665,169,0.0,1,0
18233792598907002,97,0.0,1,0
18248151443924739,100,49.9,1,1
18329142932829676,117,0.0,1,0
18363735273299212,4,0.0,1,0
18462749830467911,111,0.0,1,0
18722126227601228,101,0.0,1,0
18748970269419497,89,0.0,1,0
18811103491732603,85,0.0,1,0
18890485090981787,133,0.0,1,0
19221672029549769,57,0.0,2,0
19256329372277753,105,0.0,1,0
19358739202569766,156,0.0,1,0
19772767330770548,147,13.5,1,1
19777546874503132,171,0.0,1,0
19805615249561194,96,0.0,1,0
19814677684676098,22,96.4,3,1
19825763277485195,13,0.0,1,0
19854719289368214,46,0.0,1,0
19959816835777825,0,0.0,1,0
19980879248861820,155,0.0,1,0
20153652546549774,166,69.2,1,1
20187882279754238,160,0.0,1,0
20307411075040445,82,0.0,1,0
20310137334114207,93,0.0,1,0
20342483972052451,56,99.2,1,1
20385124474518631,126,0.0,1,0
20397065175799899,48,0.0,1,0
20438818610204324,77,0.0,1,0
20441958013179308,125,0.0,1,0
20473948101076274,113,0.0,1,0
20502892485275044,142,5.8,1,1
20637242528950990,11,0.0,1,0
20644973473860748,86,0.0,1,0
20665115527566072,167,0.0,1,0
20683977798182819,99,0.0,1,0
20712449954637118,50,92.9,1,1
20751049615100297,85,0.0,1,0
20772809165725592,105,1917.0,1,1
20799173038932230,65,0.0,1,0
20898286802132564,40,0.0,1,0
20909184643262358,56,0.0,1,0
20910025049080643,59,0.0,1,0
20995866851960910,172,0.0,1,0
21154563707789034,0,0.0,1,0
21162619912034665,49,0.0,1,0
21207631637758993,117,0.0,1,0
21214057727603904,7,0.0,1,0
21226153132121671,90,0.0,1,0
21241385104323708,105,0.0,1,0
21262816241980206,147,0.0,1,0
21298284826737847,18,0.0,1,0
21430049270067403,46,0.0,2,0
21500036727607710,157,0.0,1,0
21513685440010517,90,0.0,1,0
21576265132229195,50,0.0,1,0
21661544399323899,57,0.0,1,0
21690084622065786,116,0.0,1,0
21724590578150399,124,35.0,1,1
21931649956525899,80,0.0,1,0
21939395292136520,137,36.0,1,1
22116962691765063,138,0.0,1,0
22288304602616634,163,0.0,1,0
22366484258608635,100,0.0,1,0
22413533029208067,113,0.0,1,0
22451710698645440,23,0.0,1,0
22463829100234429,41,0.0,1,0
22508110544782203,71,0.0,1,0
22648859837339323,168,0.0,1,0
22723470656288352,42,0.0,1,0
23019472452018401,92,0.0,1,0
23039334705568775,75,0.0,1,0
23070772193066428,2,0.0,1,0
23072555077337575,93,0.0,1,0
23320899124853058,115,0.0,1,0
23354767163376611,90,0.0,1,0
23448801414379932,182,0.0,1,0
23452947959115130,140,0.0,1,0
23726700656948865,97,0.0,1,0
23861413641649095,87,0.0,1,0
23984482185528222,163,0.0,1,0
24051188744648806,168,0.0,1,0
24090139315786331,27,0.0,1,0
24133145794646739,156,0.0,2,0
24136959819545273,173,0.0,1,0
24143620470330596,47,0.0,1,0
24164219255036061,141,32.4,1,1
24247367414851672,67,0.0,1,0
24293188044647794,75,0.0,1,0
24304007537579808,7,181.0,2,1
24314485741511650,35,243.8,1,1
24393309009079557,125,0.0,1,0
24414437885086435,95,0.0,1,0
24542195333198707,128,0.0,1,0
24544472904032729,176,0.0,1,0
24606626803882861,59,0.0,1,0
24614448930582896,151,0.0,1,0
24627071474292013,89,0.0,1,0
24725579067754075,26,33.8,1,1
24782533350195799,102,0.0,1,0
24820495746376427,85,0.0,1,0
25068438060744667,150,0.0,1,0
25123266588469213,131,0.0,1,0
25383618704224288,162,32.6,1,1
25444824600445874,72,0.0,1,0
25489527250127533,151,0.0,2,0
25518632284117266,0,0.0,2,0
25733439009029964,53,14.4,1,1
25835068712814749,35,0.0,1,0
25840707591183316,105,0.0,1,0
25948885606797944,77,0.0,1,0
26203741366904270,146,298.1,2,1
26350791101931426,66,0.0,1,0
26392653568149468,95,0.0,1,0
26401348536755877,117,94.6,3,1
26520641534482234,76,0.0,1,0
26524661812082943,7,0.0,1,0
26560082692399079,69,0.0,1,0
26660969474258564,96,0.0,1,0
26717735160842139,108,0.0,1,0
26846397013354441,7,0.0,1,0
26872354944785314,114,0.0,1,0
26885009903421031,154,0.0,1,0
26922303609755566,131,0.0,1,0
26952751305330706,163,0.0,1,0
27187717543189141,67,0.0,1,0
27216778890379175,92,0.0,1,0
27294437909732085,174,0.0,1,0
27436469051166281,46,0.0,1,0
27563191767325777,11,0.0,1,0
27587538017125131,170,0.0,1,0
27729301290398668,14,64.2,1,1
27819532062608348,125,1105.0,3,1
27886582711615734,88,0.0,1,0
27922545611783593,157,0.0,1,0
27999865548861878,68,0.0,1,0
28116989287744537,131,0.0,1,0
28181838090415974,165,0.0,1,0
28236346759665259,87,0.0,1,0
28266231759145016,57,0.0,1,0
28419767216176092,25,0.0,1,0
28464875457240896,127,0.0,1,0
28519811641690121,180,0.0,1,0
28548354822132192,25,0.0,1,0
28689943236829610,153,0.0,1,0
28714765282885780,5,0.0,1,0
28831024212774451,125,0.0,1,0
28920166996312450,47,109.8,1,1
28972114512014080,104,0.0,1,0
28984301129433960,168,36.5,1,1
29131400687020410,28,897.9000000000001,3,1
29228015683853273,45,0.0,1,0
29266267406755722,85,0.0,1,0
29304719868299385,93,0.0,1,0
29322647797037531,119,0.0,1,0
29331049459028997,63,0.0,1,0
29426601526088493,60,0.0,1,0
29534875378731789,177,1286.0,1,1
29652616247183108,162,0.0,1,0
29735264509330306,140,0.0,1,0
29846368758460817,136,0.0,1,0
29857033750587647,71,0.0,1,0
29945186242171945,180,0.0,1,0
30008548316634283,102,0.0,1,0
30023476907415763,4,0.0,1,0
30036864320604433,76,0.0,1,0
30057741890958559,55,0.0,1,0
30222245698915278,23,0.0,1,0
30467819397225399,152,0.0,1,0
30555677851358896,140,0.0,1,0
30596859285165157,134,0.0,1,0
30600107416389173,63,15.0,1,1
30602511576220590,89,0.0,1,0
30662109045617758,14,0.0,1,0
30798784400231476,70,0.0,1,0
31010239539450321,182,0.0,1,0
31032657019323254,69,0.0,1,0
31072114801249012,72,0.0,1,0
31295480742463234,127,0.0,1,0
31299589356878273,34,0.0,1,0
31490038171426725,183,0.0,1,0
31537456453763976,103,0.0,1,0
31549156244325053,165,0.0,1,0
31607904142435840,105,23.2,1,1
31812050678769251,39,25.0,1,1
31862517282310363,103,0.0,1,0
31946048577066876,44,0.0,1,0
31946744414652376,10,0.0,1,0
31953069480351891,134,0.0,1,0
31965275560696280,110,0.0,1,0
31984292859168703,1,0.0,1,0
32041303599382381,93,0.0,1,0
32077867583738525,134,0.0,1,0
32288790526152703,123,29.0,1,1
32313511857658562,48,0.0,1,0
32417370717978320,158,61.8,1,1
32506903143551275,1,0.0,1,0
32554329280114888,85,0.0,1,0
32564453776948461,78,0.0,1,0
32604353961096725,169,31.5,1,1
32658239211545930,46,11.0,1,1
32664267931257576,132,48.0,1,1
32680928560675531,109,0.0,1,0
32685444859747984,6,471.9,1,1
32713244533302016,134,0.0,1,0
32719919376458102,92,0.0,1,0
32739271926188403,57,0.0,1,0
32754117444609497,131,0.0,1,0
32800017373881379,151,0.0,1,0
32856424943819635,135,0.0,1,0
32901619834244386,125,0.0,1,0
33024620802809684,55,2115.8,2,1
33027072542554152,68,0.0,1,0
33148714390777501,98,0.0,1,0
33273233564186393,130,0.0,1,0
33278534880023045,66,0.0,1,0
33792380857570774,18,0.0,1,0
33910771714771198,75,0.0,1,0
33910843690253889,42,0.0,1,0
33945644824586127,163,0.0,1,0
34020096855768065,21,0.0,1,0
34031548853060151,33,0.0,1,0
34073840164951027,61,0.0,1,0
34263645756905743,15,0.0,1,0
34381307956873669,27,0.0,1,0
34386693779687880,59,0.0,1,0
34454057854367564,41,0.0,1,0
34497157937498538,162,0.0,1,0
34663154160304029,37,0.0,1,0
34822159056058066,76,0.0,1,0
35070006215304516,36,0.0,1,0
35173791677999578,88,0.0,1,0
35203557051676305,19,0.0,1,0
35214350423494045,141,0.0,1,0
35228410983429880,81,0.0,1,0
35366262452607032,152,0.0,1,0
35435837335357202,74,0.0,1,0
35466348883260537,94,0.0,1,0
35474693623752467,124,0.0,1,0
35534044152149205,143,0.0,1,0
35634342267794439,67,0.0,1,0
35656939311871222,110,0.0,1,0
35660671109530802,73,133.7,1,1
35797295695612461,7,0.0,1,0
35822257105235124,123,0.0,1,0
35883627769360510,135,0.0,1,0
35950009766956249,182,0.0,1,0
35957301002586200,57,0.0,1,0
36002907356367266,181,0.0,1,0
36134283989358884,6,0.0,1,0
36208105791684325,154,0.0,1,0
36228558376915342,102,0.0,1,0
36266427154622625,126,37.0,1,1
36279037030068532,95,0.0,1,0
36307958222850952,55,0.0,2,0
36354110110582670,157,0.0,1,0
36366437425258580,90,0.0,1,0
36417634769000138,113,132.5,3,1
36419370338727902,169,64.2,1,1
36515130282846944,162,92.5,1,1
36617629525523089,58,29.5,2,1
36795211203604863,24,0.0,1,0
36832355451636478,10,0.0,1,0
36904501694482188,161,0.0,1,0
36928597272806936,1,0.0,1,0
37107425053020636,88,0.0,1,0
37125524494927380,4,0.0,1,0
37153777072978646,61,0.0,1,0
37186047401366781,57,0.0,1,0
37431760856915989,83,0.0,1,0
37452975057062375,139,0.0,1,0
37518757923116572,138,25.0,1,1
37527301960576810,107,0.0,1,0
37735212346027029,127,0.0,1,0
37735393588785157,117,0.0,1,0
37745661856408768,176,0.0,1,0
37830452476740012,54,0.0,1,0
37835324875252191,131,0.0,1,0
37897466163413253,36,0.0,1,0
37941100385070793,122,0.0,1,0
38018548406917748,88,0.0,1,0
38060020110119034,82,0.0,1,0
38073786445620050,95,0.0,1,0
38111265827681261,109,24.0,2,1
38137439442452082,82,0.0,1,0
38141928833839127,149,0.0,1,0
38208004954801781,156,50.3,1,1
38242526477840007,73,0.0,1,0
38256510087567279,166,0.0,1,0
38400085289057513,99,0.0,1,0
38507398632621790,84,0.0,1,0
38605633821240262,66,0.0,1,0
38639817570429778,108,0.0,1,0
38654748912151492,9,0.0,1,0
38664226742716393,45,0.0,1,0
38890174098902334,89,0.0,1,0
38915776543958275,164,0.0,1,0
38919207564040962,175,0.0,1,0
39004562544796388,132,0.0,1,0
39059455783899718,44,0.0,1,0
39155745095388414,64,0.0,1,0
39264803717549709,72,0.0,1,0
39375706469802607,75,0.0,1,0
39394639667736304,107,0.0,1,0
39512024927766964,42,0.0,1,0
39608922320648255,77,0.0,1,0
39671683621540641,20,0.0,6,0
39709801675071630,126,0.0,1,0
39844092206555576,132,47.6,1,1
39888610257063258,107,0.0,1,0
39959017587796006,123,0.0,1,0
39969877975342813,97,0.0,1,0
39972307969257382,90,0.0,2,0
40001392371695011,2,0.0,1,0
40038578119734337,166,0.0,1,0
40042310170857603,160,0.0,2,0
40123610709716641,181,0.0,1,0
40332680018799680,165,43.6,1,1
40409152246949288,65,0.0,1,0
40606506501049348,127,0.0,1,0
40622501837899381,2,0.0,1,0
40656085856585670,97,0.0,1,0
40738215017317090,67,0.0,1,0
40949239871198415,154,0.0,1,0
40985533451928604,99,0.0,1,0
40994467624837361,51,0.0,1,0
41046111427681617,100,0.0,1,0
41195219804864694,72,0.0,1,0
41224862257398658,161,0.0,1,0
41227042689070771,98,0.0,1,0
41240159388052785,49,0.0,1,0
41346353308622302,153,0.0,1,0
41454383811627255,96,0.0,1,0
41696782772682492,80,0.0,1,0
41737780366065502,55,0.0,1,0
41760632007814288,46,0.0,1,0
41799097868817285,176,0.0,1,0
41955139058139143,45,287.8,3,1
42068030283555185,35,0.0,1,0
42122995088591617,175,88.9,1,1
42131135845629496,14,0.0,1,0
42236258477359998,138,0.0,1,0
42269032604435763,121,0.0,1,0
42274179026451221,172,0.0,1,0
42582213535913430,62,0.0,1,0
42661997590379816,182,0.0,1,0
42672269767450938,91,0.0,1,0
42711037922468410,166,0.0,1,0
42760757688593327,96,0.0,1,0
42809425679568421,87,0.0,1,0
42826722021099495,70,0.0,1,0
42866797391922217,76,0.0,1,0
42883059518173561,0,0.0,1,0
43007814547279436,63,0.0,1,0
43101850818729830,61,0.0,1,0
43119281458028636,100,0.0,1,0
43294055059586172,7,0.0,1,0
43442663221554483,148,0.0,1,0
43452414967025684,89,0.0,1,0
43500062680883345,121,0.0,1,0
43701669852275422,37,0.0,1,0
43716681401989390,1,0.0,1,0
43757046874853692,162,0.0,1,0
43786294815098459,109,0.0,1,0
43837013355571450,160,0.0,1,0
43879046978545401,87,0.0,1,0
43902328317022883,172,0.0,1,0
43984908262145271,117,92.0,1,1
44103812556768982,58,0.0,1,0
44298992878786384,109,0.0,1,0
44448400861541392,124,0.0,1,0
44524540559166743,65,0.0,1,0
44526307891540701,57,0.0,1,0
44532267522082622,179,0.0,1,0
44811306706881834,142,0.0,1,0
44860406295705915,48,46.0,1,1
44864889539900253,20,0.0,1,0
44866165153210564,80,0.0,1,0
44867641136600129,172,0.0,1,0
44869357011346837,24,60.0,1,1
44872336080958178,86,0.0,1,0
44998063769756758,7,0.0,1,0
45245662435690284,147,0.0,1,0
45281322662011704,35,0.0,1,0
45301344629848204,128,0.0,1,0
45363579225618329,63,0.0,1,0
45374375557100824,6,0.0,1,0
45411762601202035,77,37.0,1,1
45661195788410143,138,0.0,1,0
45671992029082191,104,0.0,1,0
45712403487120932,102,0.0,1,0
45775299268865274,106,0.0,1,0
46005855915622291,8,0.0,1,0
46078050629878514,87,0.0,1,0
46105704366110012,72,0.0,1,0
46186158818181144,44,0.0,1,0
46188572569359609,136,0.0,2,0
46222851537366354,50,0.0,1,0
46284578369904571,86,0.0,1,0
46341951818575042,142,0.0,1,0
46413692370522401,137,0.0,1,0
46465547246202466,49,0.0,1,0
46621078562384505,138,0.0,2,0
46622173641034532,127,0.0,1,0
46758521278765440,25,0.0,1,0
46764890879070915,71,0.0,1,0
46779243471298993,175,0.0,1,0
46781678504416448,162,0.0,1,0
47064119019485310,57,0.0,1,0
47065416809057464,6,0.0,1,0
47094282618840812,95,0.0,1,0
47096740790346861,49,1688.7,1,1
47239653059593661,73,0.0,1,0
47287537174102437,179,0.0,1,0
47300646079296644,95,0.0,1,0
47383294753391569,64,0.0,1,0
47471876951764213,41,20.6,1,1
47509547902079820,4,29.6,1,1
47555293850529908,84,0.0,1,0
47770651656827540,92,0.0,1,0
47847963484364229,157,0.0,1,0
47868538532140235,13,118.9,2,1
48002411086393228,171,23.3,1,1
48101453168686042,12,0.0,1,0
48188821860277722,7,0.0,1,0
48356301274044325,38,0.0,1,0
48521722157518876,139,0.0,1,0
48662968136514498,72,0.0,1,0
48691050785240393,89,0.0,1,0
48779526424910845,25,0.0,1,0
48787329166086730,40,0.0,1,0
48805849208185336,157,0.0,1,0
48845199086695130,118,0.0,1,0
48845941325048276,78,0.0,1,0
48860281721464367,78,0.0,1,0
49009138346346295,64,0.0,1,0
49101279449587870,151,0.0,1,0
49260840374354636,168,0.0,1,0
49272992687765779,113,0.0,1,0
49362322390581711,77,0.0,1,0
49420671497550789,90,0.0,1,0
49558776437690276,60,0.0,1,0
49636748238397761,19,0.0,1,0
49748817289053218,8,0.0,1,0
49779936364760733,113,0.0,1,0
49840694000167986,118,0.0,1,0
49969081280459958,91,0.0,1,0
49984965500609341,38,0.0,1,0
50084067940073571,161,0.0,1,0
50151633459562462,108,0.0,1,0
50159225085682875,113,0.0,1,0
50194215685314088,173,0.0,1,0
50352796978625300,139,0.0,1,0
50543373221910926,5,0.0,2,0
50563249060591587,81,0.0,1,0
50640884307867670,148,0.0,1,0
50776097382070455,88,0.0,1,0
50778797737467396,102,0.0,1,0
50883118679370324,41,0.0,1,0
50909900177488258,6,0.0,1,0
50966164662508346,38,0.0,1,0
50981192487243366,54,0.0,1,0
50984342417707083,48,0.0,1,0
51130394368819990,79,0.0,1,0
51201044513587781,166,0.0,1,0
51243902695209807,57,0.0,1,0
51257374560700342,174,251.5,1,1
51466985394985311,45,0.0,1,0
51586123924879096,7,0.0,1,0
51627798370149646,171,0.0,1,0
51855986751155351,159,0.0,1,0
51906577057428290,59,0.0,1,0
51931147411805813,21,0.0,1,0
52105561358107457,115,0.0,1,0
52332575245971058,81,0.0,1,0
52395015446765979,57,0.0,1,0
52435112861916134,115,0.0,1,0
52439263343628872,114,0.0,1,0
52457651727965847,53,0.0,3,0
52492237594917586,113,0.0,1,0
52815254451139583,157,0.0,1,0
52874791622215245,79,0.0,1,0
52887658570681959,78,0.0,2,0
52947395050573230,144,43.0,2,1
53027963548230031,117,0.0,2,0
53077699040878872,54,28.0,1,1
53169542211755660,173,0.0,1,0
53376751721255667,98,0.0,1,0
53544367470918772,56,728.4,1,1
